"cowID","milkAUC","cowagen","cdate","seasonyr","calfsex","day","calfweight"
7266,776.8375349,4,10,"March2021","heifer","120",120.20188
7298,1069.12088,4,9,"March2021","heifer","120",157.850016
7317,1257.125692,4,8,"March2021","steer","120",166.921856
7318,1109.730972,4,18,"March2021","heifer","120",150.592544
7331,1156.178792,4,21,"March2021","heifer","120",151.95332
5612,1111.391118,6,24,"May2021","steer","120",185.065536
5713,1079.281341,6,13,"May2021","heifer","120",169.189816
5723,1122.594841,6,7,"May2021","heifer","120",190.055048
5729,977.8944569,6,15,"May2021","heifer","120",162.385936
5748,1313.622844,6,21,"May2021","steer","120",213.641832
5766,991.1211996,6,14,"May2021","heifer","120",167.82904
5798,840.4447411,6,20,"May2021","steer","120",174.179328
6601,1046.046655,5,23,"May2021","steer","120",147.4174
6604,1104.659813,5,10,"May2021","heifer","120",169.643408
6708,796.9974314,5,17,"May2021","steer","120",198.673296
6718,829.0187586,5,14,"May2021","steer","120",179.622432
6726,966.7995966,5,4,"May2021","heifer","120",172.36496
6742,953.0807065,5,17,"May2021","heifer","120",166.468264
6751,1138.892401,5,1,"May2021","heifer","120",176.447288
6760,1230.127896,5,10,"May2021","steer","120",183.251168
6774,1134.195456,5,9,"May2021","steer","120",186.879904
6780,1278.449052,5,31,"May2021","steer","120",179.16884
7012,1169.373784,4,2,"May2021","heifer","120",173.272144
7039,1244.166569,4,18,"May2021","heifer","120",167.82904
7067,1057.672218,4,14,"May2021","steer","120",196.858928
7629,639.510289,4,29,"May2021","steer","120",151.046136
7632,1036.632353,4,15,"May2021","steer","120",185.97272
7701,1132.333461,4,21,"May2021","heifer","120",186.426312
7708,1234.368981,4,12,"May2021","heifer","120",153.314096
7719,844.132444,4,30,"May2021","steer","120",170.550592
7727,1365.11234,4,4,"May2021","steer","120",182.797576
7733,972.5874305,4,29,"May2021","steer","120",166.014672
7749,1088.824916,4,15,"May2021","steer","120",184.158352
7789,1024.135893,4,6,"May2021","heifer","120",166.014672
4008,860.3356933,6,10,"March2020","steer","200",230.424736
4045,1372.741249,6,4,"March2020","steer","200",262.629768
4218,1048.074925,6,17,"March2020","steer","200",206.837952
4224,1110.653032,6,13,"March2020","steer","200",267.61928
4251,1218.710141,6,13,"March2020","heifer","200",226.342408
4253,1115.233139,6,10,"March2020","steer","200",240.857352
4263,894.6621705,6,3,"March2020","heifer","200",217.72416
4268,976.8842136,6,12,"March2020","heifer","200",234.053472
4287,1038.949403,6,10,"March2020","heifer","200",199.58048
4288,1024.957195,6,17,"March2020","steer","200",208.198728
4305,1126.714686,6,3,"March2020","heifer","200",232.692696
4314,1151.630028,6,1,"March2020","steer","200",266.258504
4354,872.2848443,6,13,"March2020","heifer","200",216.363384
5001,1042.374612,5,4,"March2020","heifer","200",257.640256
5023,955.5086017,5,18,"March2020","heifer","200",242.67172
5037,850.6136088,5,10,"March2020","steer","200",240.857352
5044,987.2385015,5,9,"March2020","heifer","200",205.930768
5060,774.4688938,5,20,"March2020","steer","200",221.806488
5101,1161.779062,5,15,"March2020","heifer","200",232.692696
5114,872.7526936,5,2,"March2020","steer","200",227.703184
5124,1032.723017,5,14,"March2020","steer","200",208.65232
5182,995.0889525,5,9,"March2020","heifer","200",219.99212
5195,821.833078,5,14,"March2020","steer","200",206.38436
5213,722.1102005,5,8,"March2020","heifer","200",223.167264
5245,786.8294155,5,9,"March2020","heifer","200",228.156776
5299,931.7867584,5,9,"March2020","steer","200",232.692696
6122,687.9331083,4,8,"March2020","steer","200",191.869416
6126,799.4298044,4,4,"March2020","heifer","200",235.86784
6164,898.4546161,4,14,"March2020","steer","200",223.620856
6254,1045.954726,4,12,"March2020","heifer","200",227.249592
3711,968.7467904,6,16,"May2020","steer","200",213.641832
3739,1110.713992,6,18,"May2020","steer","200",215.4562
3750,492.3461521,6,19,"May2020","heifer","200",146.056624
3759,1183.197274,6,11,"May2020","heifer","200",219.538528
3789,750.8008053,6,15,"May2020","heifer","200",223.620856
4704,1096.881107,6,14,"May2020","steer","200",218.631344
4744,844.3002645,6,21,"May2020","heifer","200",225.888816
4748,826.888593,6,1,"May2020","heifer","200",236.775024
4797,971.4805599,6,12,"May2020","heifer","200",228.156776
4798,1125.239768,6,14,"May2020","heifer","200",172.36496
5602,1086.445039,5,3,"May2020","heifer","200",213.641832
5612,871.3610093,5,24,"May2020","steer","200",227.249592
5639,913.5689724,5,20,"May2020","steer","200",212.734648
5704,994.8795314,5,4,"May2020","heifer","200",208.65232
5707,1249.376444,5,9,"May2020","steer","200",255.825888
5713,663.1180502,5,31,"May2020","heifer","200",179.16884
5722,829.0231616,5,6,"May2020","heifer","200",216.363384
5723,1037.144251,5,7,"May2020","heifer","200",205.477176
5729,899.8666271,5,15,"May2020","heifer","200",210.013096
5730,1021.992297,5,11,"May2020","steer","200",222.26008
5736,847.2061095,5,16,"May2020","heifer","200",180.529616
5758,1029.583738,5,9,"May2020","steer","200",209.105912
5761,923.9665788,5,20,"May2020","steer","200",206.38436
5770,902.2410075,5,15,"May2020","heifer","200",200.487664
5795,878.9060256,5,13,"May2020","steer","200",215.4562
6601,774.5535658,4,20,"May2020","steer","200",183.70476
6751,1024.026998,4,12,"May2020","heifer","200",198.219704
6760,900.7913683,4,2,"May2020","steer","200",171.911368
6780,873.7485947,4,21,"May2020","steer","200",209.559504
6791,490.6927997,4,9,"May2020","steer","200",146.510216
5001,1151.747199,6,2,"March2021","heifer","200",276.69112
5023,1403.048506,6,16,"March2021","steer","200",277.598304
5204,1268.354362,6,4,"March2021","heifer","200",263.08336
5250,1108.844199,6,1,"March2021","heifer","200",257.640256
6016,1207.071815,5,5,"March2021","heifer","200",279.412672
6076,1156.330746,5,2,"March2021","steer","200",293.927616
6117,971.3151049,5,3,"March2021","heifer","200",238.589392
6122,1075.548279,5,6,"March2021","steer","200",246.754048
6164,1081.376936,5,10,"March2021","steer","200",288.484512
6179,1300.180645,5,9,"March2021","steer","200",262.176176
6254,748.9144114,5,6,"March2021","steer","200",285.76296
6311,1040.109136,5,10,"March2021","heifer","200",272.1552
6336,1169.471306,5,8,"March2021","steer","200",286.670144
7102,847.3597511,4,3,"March2021","steer","200",244.93968
7123,1547.571989,4,13,"March2021","heifer","200",238.589392
7135,1155.645822,4,10,"March2021","steer","200",241.310944
7140,1539.2894,4,11,"March2021","heifer","200",302.999456
7142,1169.475842,4,17,"March2021","steer","200",252.197152
7157,1244.184712,4,17,"March2021","steer","200",270.340832
7166,1280.812266,4,9,"March2021","heifer","200",270.340832
7170,1331.253965,4,18,"March2021","heifer","200",275.783936
7190,1145.748444,4,19,"March2021","steer","200",274.876752
7220,1165.658865,4,14,"March2021","steer","200",239.496576
7230,1022.287506,4,17,"March2021","steer","200",256.733072
7266,776.8375349,4,10,"March2021","heifer","200",212.734648
7298,1069.12088,4,9,"March2021","heifer","200",241.310944
7317,1257.125692,4,8,"March2021","steer","200",257.640256
7318,1109.730972,4,18,"March2021","heifer","200",265.804912
7331,1156.178792,4,21,"March2021","heifer","200",249.4756
5612,1111.391118,6,24,"May2021","steer","200",238.589392
5713,1079.281341,6,13,"May2021","heifer","200",215.4562
5723,1122.594841,6,7,"May2021","heifer","200",242.218128
5729,977.8944569,6,15,"May2021","heifer","200",215.002608
5748,1313.622844,6,21,"May2021","steer","200",260.361808
5766,991.1211996,6,14,"May2021","heifer","200",215.4562
5798,840.4447411,6,20,"May2021","steer","200",229.517552
6601,1046.046655,5,23,"May2021","steer","200",198.673296
6604,1104.659813,5,10,"May2021","heifer","200",210.92028
6708,796.9974314,5,17,"May2021","steer","200",254.918704
6718,829.0187586,5,14,"May2021","steer","200",220.899304
6726,966.7995966,5,4,"May2021","heifer","200",210.466688
6742,953.0807065,5,17,"May2021","heifer","200",215.4562
6751,1138.892401,5,1,"May2021","heifer","200",227.703184
6760,1230.127896,5,10,"May2021","steer","200",244.93968
6774,1134.195456,5,9,"May2021","steer","200",234.960656
6780,1278.449052,5,31,"May2021","steer","200",231.33192
7012,1169.373784,4,2,"May2021","heifer","200",218.631344
7039,1244.166569,4,18,"May2021","heifer","200",208.198728
7067,1057.672218,4,14,"May2021","steer","200",242.218128
7629,639.510289,4,29,"May2021","steer","200",195.04456
7632,1036.632353,4,15,"May2021","steer","200",216.363384
7701,1132.333461,4,21,"May2021","heifer","200",235.86784
7708,1234.368981,4,12,"May2021","heifer","200",207.291544
7719,844.132444,4,30,"May2021","steer","200",233.146288
7727,1365.11234,4,4,"May2021","steer","200",222.713672
7733,972.5874305,4,29,"May2021","steer","200",216.363384
7749,1088.824916,4,15,"May2021","steer","200",235.86784
7789,1024.135893,4,6,"May2021","heifer","200",227.703184
