year,cowID,herd,milkAUC,cowage,calvedate,nextcalvedate,preg,first21,precalveBW,precalveBCS,prebreedBW,prebreedBCS,breedBW,breedBCS,weanBW,weanBCS,prebreedBWchange,breedBWchange,weanBWchange,sire,calfbirth,calf30,calf60,calf90,calf120,calfwean,calfsex,qualitygrade,yieldgrade,livewt,hcw,rea,marb,bf,firstd,cdate,seasonyr,cowagen
2021,5766,May,991.1211996,6,139,.,1,.,539.77448,5,617.792304,6.125,635.0288,6,637.29676,5.5,78.017824,95.25432,97.52228,9020G,35.833768,83.460928,106.140528,133.356048,167.82904,215.4562,heifer,.,.,.,.,.,.,.,126,14,May2021,6
2021,5798,May,840.4447411,6,145,.,1,.,569.25796,6,601.0094,6.375,610.08124,6.25,598.74144,6,31.75144,40.82328,29.48348,9187G,36.740952,78.925008,102.511792,131.995272,174.179328,229.517552,steer,.,.,.,.,.,.,.,126,20,May2021,6
2021,6601,May,1046.046655,5,148,.,1,.,381.01728,5.25,404.150472,5.5,389.181936,5.125,390.996304,4.75,23.133192,8.164656,9.979024,8040F,30.390664,69.399576,90.264808,114.305184,147.4174,198.673296,steer,.,.,.,.,.,.,.,126,23,May2021,5
2021,6604,May,1104.659813,5,135,.,1,.,390.08912,4.75,436.809096,5.375,440.891424,5.125,438.169872,4.5,46.719976,50.802304,48.080752,7071E,29.029888,85.275296,112.037224,138.799152,169.643408,210.92028,heifer,.,.,.,.,.,.,.,126,10,May2021,5
2021,6708,May,796.9974314,5,142,.,1,.,589.6696,6,638.203944,6.25,632.76084,6.125,653.17248,5.75,48.534344,43.09124,63.50288,7071E,43.544832,95.707912,125.644984,159.210792,198.673296,254.918704,steer,.,.,.,.,.,.,.,126,17,May2021,5
2021,6718,May,829.0187586,5,139,.,1,.,439.077056,4.75,494.41528,5.5,420.933376,5.5,455.85996,5,55.338224,-18.14368,16.782904,9187G,33.565808,87.089664,112.037224,139.252744,179.622432,220.899304,steer,.,.,.,.,.,.,.,126,14,May2021,5
2021,6726,May,966.7995966,5,129,.,1,.,404.604064,5,452.231224,5.875,458.12792,5.75,449.05608,5.25,47.62716,53.523856,44.452016,7071E,29.937072,92.532768,111.583632,138.34556,172.36496,210.466688,heifer,.,.,.,.,.,.,.,126,4,May2021,5
2021,6742,May,953.0807065,5,142,.,1,.,535.23856,6,572.433104,6.25,562.45408,5.75,564.72204,5.5,37.194544,27.21552,29.48348,9020G,32.205032,79.3786,106.59412,128.366536,166.468264,215.4562,heifer,.,.,.,.,.,.,.,126,17,May2021,5
2021,6751,May,1138.892401,5,126,.,1,.,431.819584,5,461.303064,5.75,469.46772,5.5,460.39588,5,29.48348,37.648136,28.576296,8040F,27.21552,92.079176,117.026736,140.159928,176.447288,227.703184,heifer,.,.,.,.,.,.,.,126,1,May2021,5
2021,6760,May,1230.127896,5,135,.,1,.,478.53956,5,492.600912,6,485.34344,5.5,508.02304,5,14.061352,6.80388,29.48348,8040F,35.833768,98.883056,122.923432,143.335072,183.251168,244.93968,steer,.,.,.,.,.,.,.,126,10,May2021,5
2021,6774,May,1134.195456,5,134,.,1,.,402.789696,4.5,436.809096,5.625,423.654928,5.375,439.98424,5,34.0194,20.865232,37.194544,7071E,32.205032,94.347136,124.7378,149.231768,186.879904,234.960656,steer,.,.,.,.,.,.,.,126,9,May2021,5
2021,6780,May,1278.449052,5,156,.,0,.,440.891424,4.5,523.89876,6,508.02304,5.625,505.75508,5,83.007336,67.131616,64.863656,8040F,39.916096,78.017824,108.408488,135.624008,179.16884,231.33192,steer,.,.,.,.,.,.,.,126,31,May2021,5
2021,7012,May,1169.373784,4,127,.,1,.,487.6114,5,559.732528,6,553.38224,5.75,576.06184,4.75,72.121128,65.77084,88.45044,0029X,29.029888,91.171992,115.212368,140.61352,173.272144,218.631344,heifer,.,.,.,.,.,.,.,126,2,May2021,4
2021,7039,May,1244.166569,4,143,.,1,.,443.612976,5.5,496.68324,6,471.73568,5.875,492.14732,5.25,53.070264,28.122704,48.534344,0029X,34.0194,79.3786,101.151016,128.820128,167.82904,208.198728,heifer,.,.,.,.,.,.,.,126,18,May2021,4
2021,7067,May,1057.672218,4,139,.,1,.,467.19976,5,452.684816,5.125,452.684816,4.75,447.241712,4.25,-14.514944,-14.514944,-19.958048,0029X,36.28736,97.975872,130.180904,155.582056,196.858928,242.218128,steer,.,.,.,.,.,.,.,126,14,May2021,4
2021,7629,May,639.510289,4,154,.,1,.,435.44832,5,474.910824,6,464.9318,5.5,487.6114,5,39.462504,29.48348,52.16308,7060E,34.926584,66.678024,90.264808,116.573144,151.046136,195.04456,steer,.,.,.,.,.,.,.,126,29,May2021,4
2021,7632,May,1036.632353,4,140,.,1,.,430.9124,5.25,435.44832,5.5,428.190848,5.375,427.283664,5.25,4.53592,-2.721552,-3.628736,0029X,38.101728,90.7184,118.841104,144.695848,185.97272,216.363384,steer,.,.,.,.,.,.,.,126,15,May2021,4
2021,7701,May,1132.333461,4,146,.,1,.,478.53956,5.5,503.940712,6,492.14732,5.625,508.02304,5,25.401152,13.60776,29.48348,7060E,38.101728,87.089664,115.66596,143.335072,186.426312,235.86784,heifer,.,.,.,.,.,.,.,126,21,May2021,4
2021,7708,May,1234.368981,4,137,.,1,.,441.798608,4.5,551.567872,6,548.84632,5.75,564.72204,5.25,109.769264,107.047712,122.923432,0029X,24.493968,69.853168,94.800728,121.109064,153.314096,207.291544,heifer,.,.,.,.,.,.,.,126,12,May2021,4
2021,7719,May,844.132444,4,155,.,1,.,576.06184,6,638.203944,6.25,644.10064,6.25,614.61716,6,62.142104,68.0388,38.55532,7060E,37.648136,76.657048,98.883056,126.098576,170.550592,233.146288,steer,.,.,.,.,.,.,.,126,30,May2021,4
2021,7727,May,1365.11234,4,129,.,1,.,476.2716,6,532.9706,6.125,532.9706,5.875,553.38224,5.5,56.699,56.699,77.11064,0029X,29.48348,91.171992,118.387512,146.056624,182.797576,222.713672,steer,.,.,.,.,.,.,.,126,4,May2021,4
2021,7733,May,972.5874305,4,154,.,1,.,430.005216,6,461.756656,6,443.612976,5.875,430.9124,5,31.75144,13.60776,0.907184,7060E,35.380176,71.667536,93.893544,122.923432,166.014672,216.363384,steer,.,.,.,.,.,.,.,126,29,May2021,4
2021,7749,May,1088.824916,4,140,.,1,.,532.9706,5.5,549.753504,6,542.04244,5.75,539.77448,5.5,16.782904,9.07184,6.80388,0029X,36.28736,90.7184,118.387512,145.14944,184.158352,235.86784,steer,.,.,.,.,.,.,.,126,15,May2021,4
2021,7789,May,1024.135893,4,131,.,1,.,373.759808,4.25,463.117432,5.625,458.12792,5.5,462.66384,5,89.357624,84.368112,88.904032,0029X,26.761928,82.100152,106.59412,132.902456,166.014672,227.703184,heifer,.,.,.,.,.,.,.,126,6,May2021,4
